symbol	ensg	cell_type	baseMean	log2FoldChange	pvalue	padj
SNHG19	ENSG00000260260	CD34	321.8	3.2	3.178e-10	1.543e-8
MYL6	ENSG00000092841	CD34	21796.5	1.4	3.515e-10	1.597e-8
ZNF318	ENSG00000171467	CD34	2120	-1.3	3.52e-10	1.619e-8
ELMSAN1	ENSG00000156030	CD34	4362.6	-1.6	3.59e-10	1.634e-8
AC100810.1	ENSG00000253982	CD34	1451.8	1.8	3.59e-10	1.642e-8
ABHD2	ENSG00000140526	CD34	6501.1	-1.4	3.734e-10	1.689e-8
ISY1	ENSG00000240682	CD34	2167.3	0.7	3.828e-10	1.727e-8
KPNB1	ENSG00000108424	CD34	13319.6	-0.8	3.91e-10	1.758e-8
ARRDC4	ENSG00000140450	CD34	1565.8	1.6	4.27e-10	1.759e-8
TYW1	ENSG00000198874	CD34	955	-0.7	4.473e-10	1.763e-8
NPAT	ENSG00000149308	CD34	2330.9	-1.3	4.012e-10	1.775e-8
FRG1BP	ENSG00000149531	CD34	211.8	1.7	3.469e-10	1.975e-8
ROCK1P1	ENSG00000263006	CD34	73.5	4.1	4.964e-10	2.047e-8
CYTOR	ENSG00000222041	CD34	2123.3	2.4	4.692e-10	2.074e-8
RPL35A	ENSG00000182899	CD34	28327.4	1.2	7.849e-10	2.13e-8
TOR2A	ENSG00000160404	CD34	815.9	1.9	4.935e-10	2.168e-8
UQCRB	ENSG00000156467	CD34	6946.4	1.2	7.476e-10	2.208e-8
ACVR2B	ENSG00000114739	CD34	396	-1.7	5.013e-10	2.225e-8
RPS12	ENSG00000112306	CD34	63447.7	1	5.484e-10	2.389e-8
PAN2	ENSG00000135473	CD34	1852.3	-1.5	5.547e-10	2.392e-8
EEA1	ENSG00000102189	CD34	671.7	-1.7	5.544e-10	2.447e-8
AC068338.2	ENSG00000260274	CD34	45	2.7	3.576e-10	2.485e-8
ZSWIM6	ENSG00000130449	CD34	685.4	-2	5.831e-10	2.512e-8
MAP2K2	ENSG00000126934	CD34	13023.7	1.2	7.327e-10	2.551e-8
SLC4A1	ENSG00000004939	CD34	510513.3	3.5	7.668e-10	2.639e-8
LARS2	ENSG00000011376	CD34	1283.6	-0.9	7.04e-10	2.639e-8
BLOC1S2	ENSG00000196072	CD34	2038.5	0.9	6.05e-10	2.639e-8
CYB5RL	ENSG00000215883	CD34	776.5	-1.4	6.105e-10	2.639e-8
AC007969.1	ENSG00000233762	CD34	110.2	2.2	6.694e-10	2.639e-8
JMJD1C	ENSG00000171988	CD34	17402.5	-1.6	6.555e-10	2.769e-8
MFSD5	ENSG00000182544	CD34	995.7	1.5	7.63e-10	2.833e-8
USP32	ENSG00000170832	CD34	12736.6	-1.3	6.877e-10	2.869e-8
HMG20B	ENSG00000064961	CD34	1604.8	1.3	6.886e-10	2.885e-8
BORCS6	ENSG00000196544	CD34	483.3	1.7	6.808e-10	2.899e-8
AKAP9	ENSG00000127914	CD34	4780.2	-1.3	7.033e-10	2.91e-8
PFDN5	ENSG00000123349	CD34	9033.1	1.2	8.791e-10	2.953e-8
COMMD6	ENSG00000188243	CD34	1707.7	1.3	6.973e-10	2.953e-8
SNRNP35	ENSG00000184209	CD34	637.7	0.8	7.405e-10	3.059e-8
LIPE-AS1	ENSG00000213904	CD34	41.9	2	4.626e-10	3.059e-8
LIPE-AS1	ENSG00000213904	CD34	41.9	2	4.626e-10	3.059e-8
ROCK2	ENSG00000134318	CD34	2353	-1.4	7.595e-10	3.114e-8
ETV3	ENSG00000117036	CD34	3105.6	-2.1	7.784e-10	3.16e-8
RNASEL	ENSG00000135828	CD34	499.2	-1.3	7.683e-10	3.184e-8
KIAA0895	ENSG00000164542	CD34	121.7	1.8	8.436e-10	3.193e-8
SAP30	ENSG00000164105	CD34	911.4	1.2	8.154e-10	3.371e-8
CRISP3	ENSG00000096006	CD34	24.4	-5.2	5.232e-10	3.371e-8
AC018521.5	ENSG00000264920	CD34	69.5	1.5	6.516e-10	3.371e-8
FCAR	ENSG00000186431	CD34	105.5	-5.5	8.631e-10	3.394e-8
THRAP3	ENSG00000054118	CD34	9522	-0.9	1.41e-9	3.481e-8
RAB3IL1	ENSG00000167994	CD34	6407	2.1	8.758e-10	3.481e-8
MRPL54	ENSG00000183617	CD34	1059	1.4	9.911e-10	3.489e-8
UBXN10	ENSG00000162543	CD34	1711.8	2.5	8.692e-10	3.49e-8
MPC2	ENSG00000143158	CD34	6542.5	1.3	1.375e-9	3.683e-8
CMTR2	ENSG00000180917	CD34	2097.3	-1.3	9.28e-10	3.706e-8
UBAP2	ENSG00000137073	CD34	3236.7	-0.8	9.632e-10	3.779e-8
AL731577.2	ENSG00000249456	CD34	156.1	-3.1	8.082e-10	3.863e-8
TMEM199	ENSG00000244045	CD34	1078.5	1.5	9.878e-10	3.884e-8
APLNR	ENSG00000134817	CD34	229.6	-4.4	7.166e-10	3.99e-8
SMIM10L1	ENSG00000256537	CD34	1170.9	1.2	1.159e-9	3.997e-8
ABHD12	ENSG00000100997	CD34	883.5	1.3	1.03e-9	4.017e-8
JOSD2	ENSG00000161677	CD34	410.5	3	1.02e-9	4.044e-8
MAZ	ENSG00000103495	CD34	15771.2	0.9	1.077e-9	4.182e-8
EEF1A1P5	ENSG00000196205	CD34	35199.5	-2.3	1.624e-9	4.238e-8
PMF1	ENSG00000160783	CD34	1077.7	1.3	1.143e-9	4.417e-8
CEP162	ENSG00000135315	CD34	603.2	-1	1.179e-9	4.543e-8
ZBTB11	ENSG00000066422	CD34	3204.5	-1.2	1.19e-9	4.575e-8
ITGAE	ENSG00000083457	CD34	399.7	1.5	1.208e-9	4.886e-8
FNDC3A	ENSG00000102531	CD34	1080.5	-1.2	1.264e-9	4.886e-8
AC040162.3	ENSG00000263126	CD34	95.3	2.1	1.008e-9	4.923e-8
ATR	ENSG00000175054	CD34	881	-1.1	1.304e-9	4.962e-8
NIPBL	ENSG00000164190	CD34	9183.8	-1.1	1.671e-9	5.134e-8
RPL3P4	ENSG00000232573	CD34	8205.6	3.2	1.673e-9	5.134e-8
NR1H2	ENSG00000131408	CD34	9536	1.9	1.399e-9	5.285e-8
MASTL	ENSG00000120539	CD34	1316.2	-1.5	1.388e-9	5.328e-8
KIAA1109	ENSG00000138688	CD34	2196.4	-1.3	1.418e-9	5.413e-8
OXNAD1	ENSG00000154814	CD34	527.4	-1.1	1.368e-9	5.413e-8
GADD45GIP1	ENSG00000179271	CD34	3386.1	1.4	1.418e-9	5.413e-8
ZNF143	ENSG00000166478	CD34	1816.9	-1.2	1.527e-9	5.699e-8
AKAP11	ENSG00000023516	CD34	1701.8	-1.2	1.567e-9	5.943e-8
LSM7	ENSG00000130332	CD34	1566.9	2	1.584e-9	5.993e-8
IGSF3	ENSG00000143061	CD34	765.7	2.1	1.88e-9	6.138e-8
ZNF407	ENSG00000215421	CD34	653.5	-1	1.701e-9	6.407e-8
GPD2	ENSG00000115159	CD34	1076.1	-1.1	1.816e-9	6.674e-8
SEC61G	ENSG00000132432	CD34	1266.6	1.4	2.064e-9	6.674e-8
AC010422.3	ENSG00000269242	CD34	329.4	1.7	1.777e-9	6.674e-8
ZHX2	ENSG00000178764	CD34	774.3	-1.5	1.796e-9	6.699e-8
CTDNEP1	ENSG00000175826	CD34	6525.6	1	2.271e-9	6.719e-8
GP1BB	ENSG00000203618	CD34	207.9	3.5	1.546e-9	6.777e-8
AC243585.2	ENSG00000277688	CD34	115.5	2.6	1.489e-9	6.932e-8
PABPC3	ENSG00000151846	CD34	212.4	1.7	1.763e-9	7.165e-8
MRPL57	ENSG00000173141	CD34	1094.6	2	2.25e-9	7.172e-8
FAM161B	ENSG00000156050	CD34	273.5	2.7	1.6e-9	7.396e-8
SMARCC1	ENSG00000173473	CD34	7279.4	-0.8	3.528e-9	7.822e-8
PRPF6	ENSG00000101161	CD34	4599.5	0.9	2.013e-9	7.849e-8
ZXDC	ENSG00000070476	CD34	1154.5	-1.1	2.501e-9	7.9e-8
GTF2A2	ENSG00000140307	CD34	2026.2	1.1	2.219e-9	7.931e-8
MKRN2	ENSG00000075975	CD34	1228.1	-0.9	2.53e-9	7.952e-8
IDI1	ENSG00000067064	CD34	3831.3	-1.6	2.258e-9	8.187e-8
CERKL	ENSG00000188452	CD34	21.9	3.4	1.371e-9	8.485e-8
VPS51	ENSG00000149823	CD34	4855.1	1.4	2.235e-9	8.592e-8
AZIN1	ENSG00000155096	CD34	8511.8	-1.3	3.09e-9	8.847e-8
MOB2	ENSG00000182208	CD34	1810	1	2.523e-9	8.879e-8
GPATCH8	ENSG00000186566	CD34	4076.8	-0.9	2.543e-9	8.879e-8
RPL27	ENSG00000131469	CD34	24191.3	1	2.662e-9	9.28e-8
RPS15A	ENSG00000134419	CD34	38820	0.9	4.323e-9	9.28e-8
DPYD	ENSG00000188641	CD34	545	-1.7	2.501e-9	9.28e-8
MTATP6P1	ENSG00000248527	CD34	33673.7	2.7	3.934e-9	9.28e-8
SNX27	ENSG00000143376	CD34	821.1	-1.3	1.291e-9	9.403e-8
ITSN2	ENSG00000198399	CD34	2137.1	-0.9	2.715e-9	9.597e-8
PLAG1	ENSG00000181690	CD34	636.5	-1.7	1.357e-9	9.84e-8
TOM1L1	ENSG00000141198	CD34	155.2	2.4	2.404e-9	9.989e-8
KCTD2	ENSG00000180901	CD34	1583.6	1.1	3.35e-9	1.018e-7
RBM28	ENSG00000106344	CD34	1248.3	-0.8	3.383e-9	1.025e-7
GLRX5	ENSG00000182512	CD34	48637.5	1.3	4.765e-9	1.102e-7
CMC2	ENSG00000103121	CD34	1544.4	0.8	3.171e-9	1.106e-7
ADD3	ENSG00000148700	CD34	3421.5	-1	3.078e-9	1.139e-7
RAB11B	ENSG00000185236	CD34	3249	1.7	3.355e-9	1.139e-7
SCAND1	ENSG00000171222	CD34	1574.8	2.7	3.333e-9	1.155e-7
SBNO1	ENSG00000139697	CD34	6530.1	-1.4	3.489e-9	1.175e-7
ITPK1	ENSG00000100605	CD34	1597.2	1	3.832e-9	1.192e-7
TRIP11	ENSG00000100815	CD34	2493.4	-1.1	3.692e-9	1.247e-7
MAP3K20	ENSG00000091436	CD34	6265.1	-1.2	4.648e-9	1.27e-7
LSM8	ENSG00000128534	CD34	1919	1.2	3.72e-9	1.275e-7
BAD	ENSG00000002330	CD34	759.6	2	4.321e-9	1.276e-7
AC125232.1	ENSG00000231259	CD34	1057.1	-4.2	3.782e-9	1.276e-7
BICD1	ENSG00000151746	CD34	346	-1.1	3.752e-9	1.277e-7
MEA1	ENSG00000124733	CD34	2181.6	1.1	3.79e-9	1.287e-7
AQR	ENSG00000021776	CD34	2651.4	-0.9	3.792e-9	1.288e-7
SPIDR	ENSG00000164808	CD34	1048.3	-1.4	3.825e-9	1.294e-7
ZNF841	ENSG00000197608	CD34	186.1	-1.6	3.299e-9	1.315e-7
SETD2	ENSG00000181555	CD34	9874.9	-1.1	6.639e-9	1.352e-7
LIG4	ENSG00000174405	CD34	436.3	-1.5	3.936e-9	1.373e-7
CLPTM1	ENSG00000104853	CD34	3255	1.4	3.869e-9	1.382e-7
SLC11A1	ENSG00000018280	CD34	189.7	-2	3.534e-9	1.407e-7
SART1	ENSG00000175467	CD34	3891.5	0.9	4.323e-9	1.412e-7
ZNF608	ENSG00000168916	CD34	181.4	-2.5	3.059e-9	1.42e-7
SRP19	ENSG00000153037	CD34	1239.4	0.9	4.401e-9	1.436e-7
TMEM238	ENSG00000233493	CD34	17.5	3.6	2.596e-9	1.473e-7
NAMPT	ENSG00000105835	CD34	2959.5	-1.9	4.666e-9	1.511e-7
PKLR	ENSG00000143627	CD34	6775.6	2.5	5.776e-9	1.518e-7
RPL27A	ENSG00000166441	CD34	43938.1	1.3	7.061e-9	1.54e-7
TRPM7	ENSG00000092439	CD34	4769.6	-1.2	4.473e-9	1.567e-7
PKIG	ENSG00000168734	CD34	1285.4	1.9	5.517e-9	1.567e-7
PBRM1	ENSG00000163939	CD34	5970.5	-1	4.879e-9	1.569e-7
TOR1AIP1	ENSG00000143337	CD34	2094	-1	4.994e-9	1.591e-7
PCIF1	ENSG00000100982	CD34	3810.4	1.4	4.736e-9	1.646e-7
UQCRFS1	ENSG00000169021	CD34	2761.7	0.9	5.196e-9	1.654e-7
BOD1L1	ENSG00000038219	CD34	3611.2	-1.2	5.198e-9	1.657e-7
UBA52	ENSG00000221983	CD34	32388	1.1	8.49e-9	1.664e-7
RPS17	ENSG00000182774	CD34	45837	1	5.278e-9	1.676e-7
FIZ1	ENSG00000179943	CD34	589.7	1.1	5.3300000000000004e-09	1.689e-7
BCL7C	ENSG00000099385	CD34	850.9	1.6	5.445e-9	1.721e-7
ZNF621	ENSG00000172888	CD34	1178.2	-1.1	5.458e-9	1.736e-7
SAV1	ENSG00000151748	CD34	1479	1.5	5.527e-9	1.754e-7
ATP6V1F	ENSG00000128524	CD34	2044.1	1.1	5.645e-9	1.807e-7
AC090004.1	ENSG00000268279	CD34	85.7	2.5	5.537e-9	1.807e-7
RPS19P1	ENSG00000214612	CD34	50.2	2.2	3.595e-9	1.848e-7
CHMP6	ENSG00000176108	CD34	466	1.6	5.719e-9	1.889e-7
AC007192.2	ENSG00000269145	CD34	584.7	2.2	7.039e-9	1.934e-7
PPIP5K1	ENSG00000168781	CD34	890.7	-1.4	7.201e-9	1.974e-7
RPL26	ENSG00000161970	CD34	44542.7	1	6.569e-9	2.039e-7
COA5	ENSG00000183513	CD34	630.1	0.9	7.837e-9	2.14e-7
NME2	ENSG00000243678	CD34	6138	1.1	7.171e-9	2.217e-7
RCBTB1	ENSG00000136144	CD34	1741.6	-1.1	7.245e-9	2.219e-7
PARL	ENSG00000175193	CD34	1076.5	1	7.24e-9	2.229e-7
HIGD2A	ENSG00000146066	CD34	1727.6	1.3	8.147e-9	2.486e-7
COMMD4	ENSG00000140365	CD34	1996.1	1.3	8.036e-9	2.511e-7
SEC14L4	ENSG00000133488	CD34	2485.4	3.3	8.483e-9	2.651e-7
SMIM26	ENSG00000232388	CD34	715.9	1.5	9.976e-9	2.686e-7
HBZ	ENSG00000130656	CD34	488	4.2	8.33e-9	2.686e-7
EGLN2	ENSG00000269858	CD34	6687.8	0.9	8.844e-9	2.691e-7
COL15A1	ENSG00000204291	CD34	47.1	-6	5.422e-9	2.704e-7
ELOC	ENSG00000154582	CD34	1430.1	1	1.017e-8	2.716e-7
MRPS21	ENSG00000266472	CD34	1707.3	1.1	8.796e-9	2.716e-7
RABGAP1	ENSG00000011454	CD34	2085.4	-0.9	9.308e-9	2.789e-7
AL591684.2	ENSG00000254929	CD34	35.8	-4.1	5.809e-9	2.794e-7
IFNGR1	ENSG00000027697	CD34	566.2	-1.7	9.215e-9	2.82e-7
MSMO1	ENSG00000052802	CD34	5759	-2.2	1.394e-8	2.82e-7
RPL32	ENSG00000144713	CD34	50030.9	1.1	1.535e-8	2.832e-7
RABGAP1	ENSG00000011454	CD34	2085.4	-0.9	9.308e-9	2.835e-7
ANK1	ENSG00000029534	CD34	112228.2	1.6	9.637e-9	2.855e-7
AL929472.2	ENSG00000230955	CD34	118.5	2.1	7.488e-9	2.856e-7
ZNF189	ENSG00000136870	CD34	487.3	-1	9.602e-9	2.9e-7
ATF7IP	ENSG00000171681	CD34	5462.8	-0.9	9.014e-9	2.903e-7
BAZ1B	ENSG00000009954	CD34	7380.7	-1.1	1.235e-8	2.963e-7
FRG1	ENSG00000109536	CD34	2048.7	0.9	9.852e-9	2.972e-7
AKAP10	ENSG00000108599	CD34	1372.6	-0.6	1.052e-8	3.101e-7
EIF3F	ENSG00000175390	CD34	8159.2	0.9	1.371e-8	3.271e-7
NRIP1	ENSG00000180530	CD34	5194.3	-1.5	1.124e-8	3.278e-7
ASH1L	ENSG00000116539	CD34	4415.3	-1.5	1.101e-8	3.288e-7
SRP14	ENSG00000140319	CD34	7291.4	0.9	1.399e-8	3.318e-7
POLR1A	ENSG00000068654	CD34	3025.4	-0.8	1.159e-8	3.38e-7
LINC02352	ENSG00000259448	CD34	40.5	2.1	6.97e-9	3.38e-7
NMU	ENSG00000109255	CD34	517.9	4	1.149e-8	3.407e-7
RPL13A	ENSG00000142541	CD34	91985.4	1.1	1.198e-8	3.479e-7
C2CD3	ENSG00000168014	CD34	2360.4	-1.2	1.189e-8	3.511e-7
RPL17P34	ENSG00000213432	CD34	31.3	1.6	7.518e-9	3.618e-7
SUMO2	ENSG00000188612	CD34	6685	1.1	1.284e-8	3.708e-7
CDIPT	ENSG00000103502	CD34	4326.5	1.2	1.289e-8	3.71e-7
RPL37A	ENSG00000197756	CD34	38008.4	1.2	2.094e-8	3.71e-7
RPS24	ENSG00000138326	CD34	63726.8	1.1	1.604e-8	3.734e-7
SPEN	ENSG00000065526	CD34	9410.7	-1.4	1.314e-8	3.767e-7
EIF3K	ENSG00000178982	CD34	6475.7	1	1.955e-8	3.77e-7
UFC1	ENSG00000143222	CD34	3641.3	0.8	1.222e-8	3.788e-7
SLK	ENSG00000065613	CD34	5380.6	-1.1	1.343e-8	3.801e-7
NOL12	ENSG00000273899	CD34	520.7	1.1	1.283e-8	3.801e-7
TIMM10	ENSG00000134809	CD34	985.8	1.4	6.415e-9	3.808e-7
ESPN	ENSG00000187017	CD34	6398.2	4	2.18e-8	3.808e-7
PIP4K2B	ENSG00000276293	CD34	2027.7	-0.8	1.401e-8	3.935e-7
ELF1	ENSG00000120690	CD34	9185.4	-1.7	2.269e-8	3.946e-7
RABAC1	ENSG00000105404	CD34	1173.5	2.1	1.527e-8	3.956e-7
CCDC134	ENSG00000100147	CD34	224.5	-1.6	9.949e-9	3.975e-7
SNRPD2	ENSG00000125743	CD34	6488.7	1.2	1.431e-8	3.991e-7
AVL9	ENSG00000105778	CD34	1961	-0.7	1.426e-8	3.998e-7
UBE2J2	ENSG00000160087	CD34	2054.3	1	1.407e-8	4.012e-7
AFF1	ENSG00000172493	CD34	36550.9	-1.4	1.463e-8	4.086e-7
BIRC6	ENSG00000115760	CD34	4430.1	-1.3	1.487e-8	4.115e-7
WASL	ENSG00000106299	CD34	527.1	-1.1	1.461e-8	4.131e-7
ATAD2B	ENSG00000119778	CD34	1891.3	-1	1.507e-8	4.186e-7
GMPSP1	ENSG00000250471	CD34	128	5.1	1.629e-8	4.204e-7
HSP90B1	ENSG00000166598	CD34	13343.7	-1.2	1.887e-8	4.233e-7
AFF4	ENSG00000072364	CD34	4107.5	-1.3	1.419e-8	4.257e-7
ATM	ENSG00000149311	CD34	2247	-1.3	1.533e-8	4.262e-7
TSPO	ENSG00000100300	CD34	2188.2	2.1	1.564e-8	4.274e-7
RPL36	ENSG00000130255	CD34	17272.6	1.6	2.367e-8	4.383e-7
AURKAIP1	ENSG00000175756	CD34	2338	1.5	1.599e-8	4.387e-7
PBXIP1	ENSG00000163346	CD34	4210.6	1.3	1.636e-8	4.464e-7
DUSP16	ENSG00000111266	CD34	311.1	-2	1.482e-8	4.532e-7
FOXJ3	ENSG00000198815	CD34	3137.8	-0.7	1.629e-8	4.532e-7
APOC1	ENSG00000130208	CD34	3255.6	1.9	1.542e-8	4.558e-7
AP001024.1	ENSG00000240652	CD34	16.1	2.3	9.64e-9	4.569e-7
B9D2	ENSG00000123810	CD34	148.4	1.7	1.503e-8	4.574e-7
CSNK1G1	ENSG00000169118	CD34	1635.6	-1.1	1.657e-8	4.583e-7
PSMG2	ENSG00000128789	CD34	2367.5	1	1.682e-8	4.634e-7
RBM19	ENSG00000122965	CD34	1754.6	-0.8	1.688e-8	4.643e-7
TNRC6B	ENSG00000100354	CD34	8729.9	-1.5	2.835e-8	4.705e-7
AC233699.1	ENSG00000261499	CD34	32.1	19.1	1.095e-8	4.705e-7
LSM12P1	ENSG00000232024	CD34	337	-1.6	1.732e-8	4.756e-7
C1orf122	ENSG00000197982	CD34	444.1	1.1	1.689e-8	4.789e-7
AC012306.2	ENSG00000272667	CD34	129.9	1.8	1.732e-8	4.817e-7
ZNF724	ENSG00000196081	CD34	187.9	-1.6	1.408e-8	4.817e-7
RPL18AP3	ENSG00000213442	CD34	2008	1.6	1.776e-8	4.834e-7
SNHG8	ENSG00000269893	CD34	2103.4	1.4	1.779e-8	4.834e-7
CDK11A	ENSG00000008128	CD34	4004.7	1.9	1.855e-8	4.897e-7
AASDH	ENSG00000157426	CD34	622.2	-1.1	1.809e-8	4.897e-7
MTX1	ENSG00000173171	CD34	1208.3	1	2.098e-8	4.897e-7
NENF	ENSG00000117691	CD34	1386.2	1.5	1.84e-8	4.957e-7
OCIAD2	ENSG00000145247	CD34	601.1	1.1	9.09e-9	5.025e-7
CITED4	ENSG00000179862	CD34	45.7	2.3	1.506e-8	5.072e-7
RPUSD2	ENSG00000166133	CD34	485.9	1	1.907e-8	5.113e-7
TCF12	ENSG00000140262	CD34	4165.3	-1	1.979e-8	5.179e-7
TMA7	ENSG00000232112	CD34	4140.7	1.2	1.982e-8	5.295e-7
MCM8	ENSG00000125885	CD34	2057.4	-1.6	1.991e-8	5.31e-7
TTN-AS1	ENSG00000237298	CD34	293.4	-1.2	1.692e-8	5.317e-7
TTN-AS1	ENSG00000237298	CD34	293.4	-1.2	1.692e-8	5.35e-7
HBQ1	ENSG00000086506	CD34	3462	3.1	2.05e-8	5.439e-7
OXSR1	ENSG00000172939	CD34	5417.2	-1.4	2.094e-8	5.442e-7
UBALD1	ENSG00000153443	CD34	2979.6	2.3	2.157e-8	5.704e-7
RFX2	ENSG00000087903	CD34	524.4	2	2.258e-8	5.943e-7
SYNGR2	ENSG00000108639	CD34	3302.7	1.1	2.339e-8	6.028e-7
ZNF638	ENSG00000075292	CD34	5601.5	-0.8	3.804e-8	6.048e-7
AC090498.1	ENSG00000279483	CD34	1571.7	2	2.33e-8	6.052e-7
FNDC3B	ENSG00000075420	CD34	746.7	-1.6	2.369e-8	6.095e-7
PYURF	ENSG00000145337	CD34	2570.3	0.8	2.328e-8	6.105e-7
RPS13	ENSG00000110700	CD34	22432.2	0.9	2.381e-8	6.106e-7
RPS27AP16	ENSG00000224631	CD34	1181.7	1.6	2.373e-8	6.191e-7
PCSK9	ENSG00000169174	CD34	632	4.2	2.383e-8	6.205e-7
AC113935.1	ENSG00000226084	CD34	956.2	1.4	2.475e-8	6.316e-7
CDKN2C	ENSG00000123080	CD34	2632	1.9	2.52e-8	6.374e-7
ARID1B	ENSG00000049618	CD34	7096.6	-0.9	2.536e-8	6.403e-7
GFI1B	ENSG00000165702	CD34	12201	1.1	2.637e-8	6.695e-7
ZSCAN30	ENSG00000186814	CD34	369.2	-1.4	2.646e-8	6.815e-7
NEDD8	ENSG00000129559	CD34	3002.2	1	2.737e-8	7.045e-7
AC006077.2	ENSG00000279799	CD34	24.8	3.4	2.181e-8	7.045e-7
CHCHD10	ENSG00000250479	CD34	357.3	1.8	2.704e-8	7.101e-7
AP001107.2	ENSG00000254452	CD34	648	2.1	3.202e-8	7.108e-7
ARL2BP	ENSG00000102931	CD34	2765.8	1.1	2.842e-8	7.146e-7
SERPINE1	ENSG00000106366	CD34	218.7	-4.8	2.382e-8	7.248e-7
DHRS4	ENSG00000157326	CD34	675.8	1.2	3.282e-8	7.249e-7
SCAMP2	ENSG00000140497	CD34	2335.3	1.2	2.933e-8	7.338e-7
FCGR3B	ENSG00000162747	CD34	93.8	-5.4	2.84e-8	7.373e-7
DGUOK	ENSG00000114956	CD34	1279.5	0.9	2.925e-8	7.431e-7
DDO	ENSG00000203797	CD34	41.5	3.4	1.888e-8	7.559e-7
TMEM256	ENSG00000205544	CD34	1224.3	1.7	3.052e-8	7.585e-7
AC022400.3	ENSG00000242288	CD34	46.5	-8.5	1.934e-8	7.664e-7
NDUFS8	ENSG00000110717	CD34	1860.6	1.7	3.033e-8	7.671e-7
UHRF1BP1L	ENSG00000111647	CD34	1353.4	-0.9	3.53e-8	7.695e-7
NAT14	ENSG00000090971	CD34	518.3	1.2	2.995e-8	7.823e-7
STX8	ENSG00000170310	CD34	722.9	1.1	3.658e-8	7.95e-7
RPS21	ENSG00000171858	CD34	17491.6	1.5	3.345e-8	8.173e-7
INO80	ENSG00000128908	CD34	2503.8	-0.8	3.3e-8	8.175e-7
HNRNPA1L2	ENSG00000139675	CD34	310.6	1.4	2.44e-8	8.485e-7
AC005785.1	ENSG00000268189	CD34	42.5	3.2	2.082e-8	8.485e-7
ZNF770	ENSG00000198146	CD34	1879.7	-1.6	3.589e-8	8.847e-7
PTAFR	ENSG00000169403	CD34	259.9	-2.3	2.845e-8	8.898e-7
NDUFB4	ENSG00000065518	CD34	1776	1	3.684e-8	8.917e-7
COX7C	ENSG00000127184	CD34	8211.9	1	6.022e-8	9.029e-7
ATP6V0B	ENSG00000117410	CD34	5477.2	1	3.457e-8	9.121e-7
TRIM10	ENSG00000204613	CD34	10863.7	3.4	5.635e-8	9.215e-7
TTI1	ENSG00000101407	CD34	1743.9	-0.9	3.924e-8	9.582e-7
CTSD	ENSG00000117984	CD34	18813.7	1.5	5.897e-8	9.613e-7
MORC2-AS1	ENSG00000235989	CD34	51.5	3.5	2.477e-8	9.822e-7
ZNF688	ENSG00000229809	CD34	193.5	1.7	3.635e-8	9.824e-7
RALGAPA2	ENSG00000188559	CD34	1074.9	-1.2	4.06e-8	9.959e-7
ACTR8	ENSG00000113812	CD34	677.6	-0.8	4.089e-8	1.001e-6
ZNF219	ENSG00000165804	CD34	379.8	2.2	4.091e-8	1.004e-6
ZFPL1	ENSG00000162300	CD34	1186.7	1.2	4.19e-8	1.009e-6
RAB8B	ENSG00000166128	CD34	4608.4	-1.7	3.888e-8	1.009e-6
C9orf16	ENSG00000171159	CD34	984.9	2.3	4.782e-8	1.009e-6
CYP51A1	ENSG00000001630	CD34	3435	-1.8	4.311e-8	1.028e-6
PFN1	ENSG00000108518	CD34	17073.6	1.1	4.361e-8	1.031e-6
TRAPPC5	ENSG00000181029	CD34	1564.2	2.2	4.951e-8	1.037e-6
USP28	ENSG00000048028	CD34	532.7	-1.4	4.139e-8	1.039e-6
MRPL23	ENSG00000214026	CD34	1336.8	1.1	5.033e-8	1.051e-6
AL691447.2	ENSG00000232063	CD34	141.3	-2.2	3.757e-8	1.078e-6
PTMS	ENSG00000159335	CD34	4189.2	2	4.565e-8	1.079e-6
ZNF428	ENSG00000131116	CD34	1027.4	1.3	4.491e-8	1.08e-6
DDX46	ENSG00000145833	CD34	3816	-1	4.619e-8	1.088e-6
MKLN1	ENSG00000128585	CD34	4068.5	-1	4.657e-8	1.095e-6
ZNF852	ENSG00000178917	CD34	106.5	-1.5	3.679e-8	1.107e-6
SPATA2L	ENSG00000158792	CD34	270.8	2.4	3.724e-8	1.117e-6
EMC3-AS1	ENSG00000180385	CD34	508.8	-2.4	4.581e-8	1.117e-6
TRAPPC4	ENSG00000196655	CD34	1575.1	0.9	5.431e-8	1.119e-6
ANAPC15	ENSG00000110200	CD34	1170.3	1.2	5.219e-8	1.119e-6
PHC1	ENSG00000111752	CD34	1231.8	-1.5	4.817e-8	1.123e-6
UBE3C	ENSG00000009335	CD34	4063.6	-1	4.888e-8	1.137e-6
MRPL23	ENSG00000214026	CD34	1336.8	1.1	5.033e-8	1.169e-6
PRMT9	ENSG00000164169	CD34	516	-1.1	4.977e-8	1.173e-6
EYA3	ENSG00000158161	CD34	1835.1	-0.9	5.019e-8	1.187e-6
LRRC37A4P	ENSG00000214425	CD34	665.2	-3	5.047e-8	1.189e-6
ZSCAN16-AS1	ENSG00000269293	CD34	407.4	1.3	4.867e-8	1.189e-6
NOLC1	ENSG00000166197	CD34	6606.4	-1	5.413e-8	1.239e-6
TTN	ENSG00000155657	CD34	214.3	-1.9	4.216e-8	1.243e-6
PEF1	ENSG00000162517	CD34	2100.7	1	5.339e-8	1.253e-6
PIGBOS1	ENSG00000225973	CD34	268.5	1	4.578e-8	1.264e-6
